Column,layerid,title,description,layertype,creator,format,date,desc_date,place,subject,bbox
10891,vector_restricted:CAMBRIDGE09_SIDEWLKPLOWRTES,"Sidewalk Snow Plow Routes, Cambridge, Massachusetts, 2007","This layer contains line features representing sidewalk snow plow routes in Cambridge, Massachusetts. Created by the Cambridge Department of Public Works (DPW).",Line,Cambridge (Mass.). Geographic Information Systems,Shapefile,2007,2010-2014,Massachusetts,Municipal,"ENVELOPE(-71.157308, -71.07559, 42.400053, 42.354519)"
10893,vector_restricted:EURATLAS_SVRGN_DEP_STATES_1300,"Sovereign and Dependent States, Europe, Year 1300","This shapefile represents the sovereign and non-sovereign, dependent states of Europe for the year 1300. Sovereign states are considered as sovereign or independent states all entities fulfilling the following conditions: a) a territory covering a geographic area, b) an own population, c) an authority ruling the territory and the population, d) this authority is sovereign, i.e. not subject to any other power or state. Dependent state. This type of state has the same characteristics (territory, population, authority) as the sovereign states but their authority is subject to a higher power, generally to the authority of a neighbouring or dominant state. It may also happen that only some provinces of a state are subject to a foreign control. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,1300,2010-2014,Europe,Boundaries,"ENVELOPE(-17.803115, 51.00402, 60.242853, 19.670067)"
10898,vector_public:USGS_NU_CHINANDEGA_CLA,"Cultural Landmark Areas, Chinandega Region, Nicaragua, 2001","Cultural landmark areas for the Chinandega region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Polygon,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Cemeteries,"ENVELOPE(-87.172351, -87.140616, 12.658687, 12.621058)"
10900,vector_public:USGS_NU_LEON_RDL,"Roads, Leon Region, Nicaragua, 2001","Roads for the Leon region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Transportation,"ENVELOPE(-86.944684, -86.815845, 12.500146, 12.374227)"
10902,vector_restricted:ESRI12WLDRAILROADS,World Railroads : Esri Data & Maps 2012,World Railroads represents the railroads of the world.,Line,DeLorme (Firm),Shapefile,2010,2010-2014,Earth,Railroads,"ENVELOPE(-130.359396, 178.01385, 68.452034, -46.415434)"
10922,vector_restricted:EURATLAS_SEAS_1700,"Seas, Europe, Year 1700","This shapefile represents the seas, lakes, and other large bodies of water of Europe for the year 1700. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,1700,2010-2014,Europe,Seas,"ENVELOPE(-17.99701, 51.004024, 60.242875, 19.669491)"
10941,vector_restricted:EV_ISRAEL_EMBANKL,"Embankments, Israel, 1987","Embankment line features for Israel. Feature vector data was extracted by East View Cartographic from 1:500,000 series Soviet military topographic source map sheets published in 1987.",Line,"East View Cartographic, Inc.",Shapefile,1987,2010-2014,Israel,Embankments,"ENVELOPE(35.499268, 35.525032, 31.14459, 31.136632)"
10949,vector_public:CAMBRIDGE14ZIPCODES,"Zip Codes, Cambridge, Massachusetts, 2014",This Polygon layer contains the boundaries of the five United States Postal Service (USPS) ZIP code areas in the city of Cambridge.,Polygon,Cambridge (Mass.). Geographic Information Systems,Shapefile,2014,2010-2014,Massachusetts,Zip codes,"ENVELOPE(-71.160579, -71.064242, 42.403835, 42.352913)"
10952,vector_public:USGS_NU_TELICA_CLA,"Cultural Landmark Areas, Telica Region, Nicaragua, 2001","Cultural landmark areas for the Telica region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Polygon,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Cemeteries,"ENVELOPE(-86.911451, -86.81536, 12.522786, 12.460503)"
10954,vector_public:USGS_HO_EL_PARAISO_ELPAR_CON,"Contour Elevation Map of El Paraiso, Honduras","Contour elevation map for the El Paraiso region, Honduras. This layer was vectorized from original hard copy topographic maps produced by the Instituto Geografico Nacional, Honduras from the early 1970s to the mid 1980s.Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,2002,2010-2014,Honduras,Altitudes,"ENVELOPE(-86.750153, -86.499855, 14.00099, 13.834176)"
10959,vector_restricted:ESRI12USRIVERS,U.S. Rivers (Generalized) : Esri Data & Maps 2012,U.S. Rivers (Generalized) represents the major rivers within the United States.,Line,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,1992,2010-2014,United States,Rivers,"ENVELOPE(-164.765827, -67.79098, 70.409757, 25.845555)"
10960,vector_restricted:ESRI12USHYDROLN,U.S. National Atlas Water Feature Lines : Esri Data & Maps 2012,"U.S. National Atlas Water Feature Lines represents the linear water features (for example, aqueducts, canals, intracoastal waterways, and streams) of the United States.",Line,National Atlas of the United States,Shapefile,null,2010-2014,United States,Bodies of water,"ENVELOPE(-178.06572, -65.387969, 71.222237, 17.958974)"
10980,vector_restricted:EURATLAS_AUTONOMOUS_PPL_800,"Autonomous Peoples, Europe, Year 800","This shapefile represents autonomous peoples of Europe for the year 800. Autonomous peoples are generally nomadic, semi-nomadic or not well-known populations without evident central authority. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,800,2010-2014,Europe,Boundaries,"ENVELOPE(8.653821000000001, 46.742623, 59.09191, 37.241926)"
